"Player_no","PLAYER_BET_NUMBER","BET_PLACED_DATE","OVER_1000_SEK","EVENT_NAME","LEAGUE","BET_OFFER_TYPE","CRITERIA_NAME","IS_LIVE","BET_LABEL","ODDS","BET_OUTCOME"
149,1,2022-07-10 19:23:25,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","IK Sirius FK",9.5,"Bet Lost"
150,1,2022-07-05 19:02:25,"YES","Orgryte IS - Orebro SK","Superettan","Occurrence To Happen","Both Teams To Score","Y","Yes",1.75,"Bet Lost"
151,1,2022-07-10 19:12:31,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",1.66,"Bet Lost"
152,1,2022-07-09 18:55:20,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",1.62,"Bet Won"
153,1,2022-07-09 14:54:36,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",1.3,"Bet Won"
154,1,2022-07-09 13:21:46,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Occurrence To Happen","Both Teams To Score - 1st Half","Y","Yes",3.4,"Bet Lost"
155,1,2022-07-10 14:06:28,"YES","IF Elfsborg - AIK","Allsvenskan","Two Way Draw No Bet","Draw No Bet","N","AIK",2.28,"Bet Won"
155,2,2022-07-10 17:04:28,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",1.75,"Bet Lost"
156,1,2022-07-10 17:28:27,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Double Chance","Double Chance","N","X2",2.25,"Bet Won"
157,1,2022-07-10 14:58:03,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 13.5","N","Over",4.5,"Bet Won"
157,2,2022-07-10 16:16:11,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 19.5","Y","Over",2.02,"Bet Lost"
157,3,2022-07-10 16:56:02,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals 3.5","N","Over",3.15,"Bet Lost"
157,4,2022-07-10 16:58:11,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Corners 11.5","N","Over",2.35,"Bet Lost"
158,1,2022-07-10 13:47:58,"YES","IF Elfsborg - AIK","Allsvenskan","Asian Handicap","Asian Handicap 1.5","N","AIK",7,"Bet Lost"
158,2,2022-07-10 18:59:10,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",2.04,"Bet Lost"
159,1,2022-07-09 17:05:03,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","N","IFK Norrkoping",2.04,"Bet Lost"
160,1,2022-07-10 18:30:41,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Kalmar FF",1.71,"Bet Lost"
160,2,2022-07-10 18:57:00,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 3.5","Y","Over",2.55,"Bet Lost"
161,1,2022-07-09 14:24:57,"YES","Norrby IF - Vaster?s SK FK","Superettan","Double Chance","Double Chance","N","1X",1.19,"Bet Won"
161,2,2022-07-09 14:25:09,"YES","Norrby IF - Vaster?s SK FK","Superettan","Three way 1x2","Full Time","N","Norrby IF",1.75,"Bet Won"
161,3,2022-07-10 12:57:39,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Double Chance","Double Chance","N","1X",1.21,"Bet Won"
161,4,2022-07-10 12:58:08,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Three way 1x2","Full Time","N","Jonkopings Sodra IF",1.85,"Bet Won"
161,5,2022-07-10 12:58:43,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Double Chance","Double Chance","N","1X",1.21,"Bet Won"
161,6,2022-07-10 12:58:53,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Three way 1x2","Full Time","N","Jonkopings Sodra IF",1.85,"Bet Won"
162,1,2022-07-09 15:00:54,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",1.27,"Bet Won"
163,1,2022-07-09 15:19:51,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Home Team 11.5","Y","Over",3,"Bet Won"
164,1,2022-07-10 17:24:36,"YES","Skovde AIK - Orgryte IS","Superettan","Three way 1x2","Half Time","Y","Skovde AIK",3.15,"Bet Won"
165,1,2022-07-09 16:33:53,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals 3.5","Y","Under",1.25,"Bet Won"
166,1,2022-07-05 18:56:35,"YES","Orgryte IS - Orebro SK","Superettan","Asian Handicap","Asian Handicap -0.5","N","Orebro SK",1.83,"Bet Lost"
166,2,2022-07-09 17:33:43,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Double Chance","Double Chance","Y","1X",1.76,"Bet Won"
166,3,2022-07-10 17:01:20,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals 2.5","Y","Over",1.86,"Bet Won"
167,1,2022-07-10 19:28:38,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",4.25,"Bet Lost"
168,1,2022-07-04 22:16:37,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Double Chance","Double Chance","N","1X",1.88,"Bet Won"
169,1,2022-07-10 16:07:19,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","AIK",1.57,"Bet Lost"
170,1,2022-07-09 13:08:49,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Three way 1x2","Half Time","Y","X",2.3,"Bet Lost"
171,1,2022-07-09 18:58:32,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Home Team 7.5","Y","Over",2.06,"Bet Won"
171,2,2022-07-10 19:19:29,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",2.1,"Bet Won"
171,3,2022-07-10 19:31:00,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners by Home Team 10.5","Y","Over",2.04,"Bet Lost"
172,1,2022-07-05 18:44:07,"YES","Orgryte IS - Orebro SK","Superettan","Three way 1x2","Full Time","N","Orgryte IS",2,"Bet Won"
173,1,2022-07-10 16:40:43,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.9,"Bet Lost"
174,1,2022-07-10 13:50:07,"YES","Utsiktens BK - Osters IF","Superettan","Three way 1x2","Half Time","N","Utsiktens BK",3.35,"Bet Lost"
175,1,2022-07-08 23:25:27,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","N","Malmo FF",1.71,"Bet Won"
175,2,2022-07-09 15:56:14,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",1.48,"Bet Won"
176,1,2022-07-10 17:29:03,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",1.7,"Bet Lost"
177,1,2022-07-09 18:04:27,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners 13.5","Y","Over",1.57,"Bet Won"
177,2,2022-07-10 14:17:40,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Corners 10.5","Y","Over",1.8,"Bet Won"
178,3,2022-07-10 14:40:02,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals 1.5","N","Over",1.22,"Bet Won"
179,1,2022-07-09 10:46:28,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals 3.5","N","Over",2.1,"Bet Won"
180,1,2022-07-05 16:03:17,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals by Home Team 1.5","N","Over",2.14,"Bet Won"
181,1,2022-07-10 16:04:43,"YES","IF Elfsborg - AIK","Allsvenskan","Two Way Draw No Bet","Draw No Bet","Y","AIK",2.18,"Bet Won"
182,1,2022-07-10 14:43:49,"YES","IF Elfsborg - AIK","Allsvenskan","Double Chance","Double Chance","N","X2",1.76,"Bet Won"
183,1,2022-07-06 23:13:26,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","N","IF Elfsborg",2.25,"Bet Lost"
184,1,2022-07-09 19:02:29,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",2.65,"Bet Lost"
184,2,2022-07-10 14:55:15,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners by Away Team 4.5","N","Over",2.28,"Bet Lost"
184,3,2022-07-10 14:56:07,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals by Home Team 1.5","N","Over",2.06,"Bet Won"
184,4,2022-07-10 14:56:38,"YES","Utsiktens BK - Osters IF","Superettan","Three way 1x2","Full Time","N","Utsiktens BK",2.45,"Bet Lost"
184,5,2022-07-10 14:58:50,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Corners by Away Team 6.5","N","Over",2.6,"Bet Lost"
184,6,2022-07-10 19:25:59,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners by Home Team 10.5","Y","Over",3.4,"Bet Lost"
185,1,2022-07-10 16:19:29,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 17.5","Y","Over",1.23,"Bet Won"
186,1,2022-07-05 19:56:49,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals 2.5","Y","Over",2.16,"Bet Lost"
186,2,2022-07-10 16:10:58,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Goals by Away Team 1.5","Y","Over",1.9,"Bet Won"
187,1,2022-07-10 15:09:29,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Under",1.36,"Bet Lost"
187,2,2022-07-10 16:16:56,"YES","IF Elfsborg - AIK","Allsvenskan","Double Chance","Double Chance","Y","X2",1.08,"Bet Won"
187,3,2022-07-10 17:07:50,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals 3.5","Y","Under",1.27,"Bet Won"
188,1,2022-07-05 20:45:13,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Corners 14.5","Y","Under",2.33,"Bet Won"
188,2,2022-07-09 13:07:27,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Corners 10.5","Y","Under",2.12,"Bet Lost"
188,3,2022-07-09 13:07:36,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Corners 10.5","Y","Under",2.12,"Bet Lost"
189,1,2022-07-10 16:40:23,"YES","Skovde AIK - Orgryte IS","Superettan","Player Occurrence Line","To score 1","N","Cooper Love, Jack - Yes",2.14,"Bet Won"
190,1,2022-07-09 13:40:33,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Asian Handicap","Asian Handicap -1.25","N","Malmo FF",1.56,"Bet Won"
190,2,2022-07-10 13:38:17,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 9.5","N","Over",1.5,"Bet Won"
190,3,2022-07-10 18:25:50,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners 8.5","Y","Over",1.28,"Bet Won"
191,1,2022-07-10 19:02:19,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Result","Correct Score","Y","2-1",3.65,"Bet Lost"
192,1,2022-07-10 14:27:36,"YES","IF Elfsborg - AIK","Allsvenskan","Two Way Draw No Bet","Draw No Bet","N","AIK",2.4,"Bet Won"
193,1,2022-07-10 17:41:01,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",1.88,"Bet Lost"
194,1,2022-07-09 15:14:38,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","Y","Malmo FF",1.95,"Bet Won"
194,2,2022-07-09 15:16:09,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Asian Handicap","Asian Handicap ({0} - {1}) -1.5","Y","Malmo FF",1.95,"Bet Won"
194,3,2022-07-10 18:25:49,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Asian Handicap","Asian Handicap ({0} - {1}) -1","Y","Kalmar FF",3.05,"Bet Lost"
195,5,2022-07-09 15:16:43,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Home Team 10.5","Y","Over",2.65,"Bet Lost"
195,8,2022-07-09 18:33:48,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals by Home Team 0.5","Y","Over",1.91,"Bet Won"
195,9,2022-07-09 18:33:48,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals by Home Team 1.5","Y","Over",6.1,"Bet Lost"
195,10,2022-07-10 11:06:59,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",1.84,"Bet Won"
195,11,2022-07-10 11:07:08,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.83,"Bet Won"
196,1,2022-07-10 17:48:06,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners - 1st Half 4.5","Y","Over",1.79,"Bet Won"
197,1,2022-07-09 11:07:17,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",1.7,"Bet Lost"
198,1,2022-07-09 16:13:38,"YES","Norrby IF - Vaster?s SK FK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Vaster?s SK FK",3.1,"Bet Lost"
199,1,2022-07-09 13:49:52,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals 4.5","Y","Over",1.11,"Bet Won"
199,2,2022-07-09 15:09:30,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals 5.5","Y","Under",1.05,"Bet Won"
199,3,2022-07-09 17:55:03,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 5.5","Y","Under",1.05,"Bet Won"
199,4,2022-07-10 17:56:30,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 0.5","Y","Over",1.06,"Bet Won"
199,5,2022-07-10 18:07:39,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 5.5","Y","Under",1.04,"Bet Won"
200,1,2022-07-09 15:59:48,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Away Team 3.5","Y","Over",2.95,"Bet Lost"
201,1,2022-07-10 13:14:40,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Corners - 1st Half 3.5","Y","Over",2.16,"Bet Lost"
202,1,2022-07-05 19:28:12,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.32,"Bet Won"
202,2,2022-07-05 19:34:45,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.32,"Bet Lost"
202,3,2022-07-05 19:55:49,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",2.38,"Bet Lost"
203,1,2022-07-09 15:31:15,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",2.15,"Bet Won"
203,2,2022-07-10 17:58:37,"YES","Skovde AIK - Orgryte IS","Superettan","Occurrence To Happen","Both Teams To Score","Y","Yes",2.04,"Bet Won"
203,3,2022-07-10 19:06:11,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals by Away Team 1.5","Y","Over",3.6,"Bet Lost"
204,1,2022-07-10 14:42:09,"YES","Utsiktens BK - Osters IF","Superettan","Over Under","Total Goals 1.5","N","Over",1.3,"Bet Won"
205,1,2022-07-05 17:53:36,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals by Home Team 1.5","N","Over",2.12,"Bet Won"
205,2,2022-07-05 17:53:36,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals by Home Team 2.5","N","Over",4.8,"Bet Lost"
206,1,2022-07-09 10:57:26,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",1.33,"Bet Won"
207,1,2022-07-04 21:19:09,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.4,"Bet Won"
208,1,2022-07-09 19:02:29,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",2.05,"Bet Won"
209,1,2022-07-05 20:27:37,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals 1.5","Y","Under",2.95,"Bet Lost"
209,2,2022-07-07 22:54:47,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","N","X",5.3,"Bet Lost"
210,1,2022-07-10 16:37:19,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",1.82,"Bet Lost"
211,1,2022-02-03 22:22:26,"YES","Allsvenskan 2022","Allsvenskan","Position","Season Finishing Position","N","Hammarby IF",3,"Bet Won"
212,1,2022-07-10 17:08:34,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",1.81,"Bet Won"
213,1,2022-07-05 19:07:26,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Three way 1x2","Full Time","Y","Halmstads BK",1.11,"Bet Won"
214,1,2022-07-09 15:37:30,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",1.45,"Bet Won"
215,1,2022-07-10 18:31:42,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Corners 11.5","Y","Over",2.1,"Bet Won"
216,1,2022-07-09 17:42:03,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners - 1st Half 9.5","Y","Over",2.4,"Bet Lost"
216,2,2022-07-09 17:53:03,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners 11.5","Y","Under",3.7,"Bet Won"
216,3,2022-07-10 16:21:52,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 20.5","Y","Over",2.9,"Bet Lost"
217,1,2022-07-10 14:40:59,"YES","IF Elfsborg - AIK","Allsvenskan","Double Chance","Double Chance","N","X2",1.76,"Bet Won"
218,1,2022-07-09 18:29:13,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","Y","IFK Norrkoping",1.29,"Bet Lost"
219,1,2022-07-09 11:36:23,"YES","Norrby IF - Vaster?s SK FK","Superettan","Three way 1x2","Full Time","N","Norrby IF",1.75,"Bet Won"
219,2,2022-07-10 14:57:41,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Three way 1x2","Full Time","N","BK Hacken",2.04,"Bet Won"
219,3,2022-07-10 15:45:30,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","X",2.85,"Bet Won"
219,4,2022-07-10 18:44:05,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",1.9,"Bet Lost"
220,1,2022-07-05 16:00:43,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.38,"Bet Won"
221,1,2022-07-05 19:32:11,"YES","Orgryte IS - Orebro SK","Superettan","Double Chance","Double Chance","Y","X2",2.65,"Bet Lost"
222,1,2022-07-02 20:15:20,"YES","Orgryte IS - Orebro SK","Superettan","Asian Handicap","Asian Handicap 0","N","Orgryte IS",1.77,"Bet Won"
223,1,2022-07-09 13:52:29,"YES","Norrby IF - Vaster?s SK FK","Superettan","Three Way Handicap","3-Way Handicap -1","N","Norrby IF",3.2,"Bet Lost"
224,1,2022-07-05 17:34:25,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Two Way Draw No Bet","Draw No Bet","N","Halmstads BK",1.13,"Bet Won"
225,1,2022-07-02 17:37:54,"YES","Skovde AIK - Orgryte IS","Superettan","Three way 1x2","Full Time","N","Skovde AIK",2.25,"Bet Won"
226,1,2022-07-10 15:09:44,"YES","Utsiktens BK - Osters IF","Superettan","Three way 1x2","Half Time","Y","Utsiktens BK",3.35,"Bet Lost"
227,1,2022-07-07 14:12:32,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",2.15,"Bet Lost"
228,1,2022-07-09 15:21:06,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","Y","Malmo FF",2.25,"Bet Won"
229,1,2022-07-09 15:27:43,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Home Team 1.5","Y","Over",1.71,"Bet Won"
229,2,2022-07-10 16:39:01,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals 4.5","Y","Over",2.8,"Bet Lost"
229,3,2022-07-10 18:17:16,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",1.66,"Bet Lost"
230,1,2022-07-09 14:26:19,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","IF Brommapojkarna",2.2,"Bet Won"
231,1,2022-07-10 16:08:34,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners by Away Team 9.5","Y","Over",3,"Bet Won"
231,2,2022-07-10 16:53:48,"YES","Skovde AIK - Orgryte IS","Superettan","Occurrence To Happen","Both Teams To Score - 1st Half","N","Yes",4.3,"Bet Won"
231,3,2022-07-10 17:07:38,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Corners - 1st Half 4.5","Y","Over",2.04,"Bet Won"
231,4,2022-07-10 17:53:32,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",3.5,"Bet Won"
231,5,2022-07-10 17:54:05,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners - 1st Half 4.5","Y","Over",2.38,"Bet Won"
232,1,2022-07-09 15:18:10,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",1.32,"Bet Won"
233,1,2022-07-05 01:10:03,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Over Under","Total Goals 2.5","N","Over",1.64,"Bet Won"
234,1,2022-07-09 17:28:28,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",3.05,"Bet Won"
234,2,2022-07-09 19:03:47,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",2.85,"Bet Won"
235,1,2022-07-10 16:12:00,"YES","Utsiktens BK - Osters IF","Superettan","Three way 1x2","Full Time","Y","Osters IF",3.3,"Bet Lost"
236,1,2022-07-10 13:07:40,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals - {0}:00-{1}:59 1.5","Y","Over",2.28,"Bet Lost"
236,2,2022-07-10 13:14:20,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals - {0}:00-{1}:59 1.5","Y","Over",2.9,"Bet Lost"
236,3,2022-07-10 13:17:48,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",1.72,"Bet Lost"
236,4,2022-07-10 13:28:40,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.55,"Bet Lost"
237,1,2022-07-10 19:06:08,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Result","Correct Score","Y","1-1",2.75,"Bet Won"
237,2,2022-07-10 19:06:08,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Result","Correct Score","Y","2-1",3.5,"Bet Lost"
238,1,2022-07-09 16:17:06,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",1.55,"Bet Won"
238,2,2022-07-10 14:13:51,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Jonkopings Sodra IF",2.25,"Bet Lost"
239,1,2022-07-10 15:27:41,"YES","Utsiktens BK - Osters IF","Superettan","Three way 1x2","Full Time","Y","Osters IF",2.75,"Bet Lost"
239,2,2022-07-10 18:36:02,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",1.9,"Bet Lost"
240,1,2022-07-09 17:55:02,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2,"Bet Lost"
240,2,2022-07-09 19:00:10,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","Yes",3.2,"Bet Won"
240,3,2022-07-09 19:07:04,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","Yes",4,"Bet Won"
241,1,2022-07-10 14:48:31,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 10.5","N","Over",1.85,"Bet Won"
242,1,2022-07-05 10:58:44,"YES","Orgryte IS - Orebro SK","Superettan","Double Chance","Double Chance","N","X2",1.7,"Bet Lost"
243,1,2022-07-10 16:01:57,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 16.5","Y","Over",1.62,"Bet Won"
244,1,2022-07-09 15:16:08,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Under",1.53,"Bet Won"
244,2,2022-07-09 19:00:58,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",1.91,"Bet Won"
244,3,2022-07-09 19:01:38,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners 14.5","Y","Over",2.43,"Bet Lost"
245,1,2022-07-10 15:02:09,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Three way 1x2","Half Time","Y","BK Hacken",2.63,"Bet Lost"
245,2,2022-07-10 15:41:36,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Mjallby AIF",2.6,"Bet Lost"
246,1,2022-07-10 19:06:18,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 3.5","Y","Under",1.32,"Bet Won"
247,3,2022-07-05 20:45:28,"YES","Orgryte IS - Orebro SK","Superettan","Asian Over/Under","Asian Total 1.75","Y","Over",2.6,"Bet Won"
247,4,2022-07-05 20:57:52,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Corners 13.5","Y","Over",2.08,"Bet Lost"
248,1,2022-07-10 14:55:57,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","N","Over",1.29,"Bet Won"
249,1,2022-07-10 16:43:19,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners by Home Team 9.5","Y","Over",2.23,"Bet Lost"
