"Player_no","PLAYER_BET_NUMBER","BET_PLACED_DATE","OVER_1000_SEK","EVENT_NAME","LEAGUE","BET_OFFER_TYPE","CRITERIA_NAME","IS_LIVE","BET_LABEL","ODDS","BET_OUTCOME"
326,5,2022-07-10 19:10:58,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",2.35,"Bet Lost"
327,1,2022-07-05 19:01:54,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Double Chance","Double Chance","Y","1X",1.1,"Bet Won"
327,2,2022-07-09 17:28:16,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Double Chance","Double Chance","N","X2",1.32,"Bet Won"
327,3,2022-07-10 13:59:51,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Double Chance","Double Chance","N","X2",1.21,"Bet Won"
328,1,2022-07-05 19:01:52,"YES","Orgryte IS - Orebro SK","Superettan","Three way 1x2","Full Time","Y","Orebro SK",3.3,"Bet Lost"
328,2,2022-07-10 15:04:40,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","AIK",3.3,"Bet Lost"
329,1,2022-07-10 16:34:38,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",1.82,"Bet Lost"
330,1,2022-07-09 15:03:10,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Result","Correct Score","Y","3-1",11,"Bet Lost"
331,1,2022-07-10 17:59:53,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",2.9,"Bet Lost"
332,1,2022-07-10 19:02:18,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",2.1,"Bet Lost"
333,1,2022-07-09 16:51:31,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals 3.5","Y","Under",1.17,"Bet Won"
334,1,2022-07-10 15:23:50,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",2.04,"Bet Won"
334,2,2022-07-10 19:23:28,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",2.25,"Bet Lost"
335,1,2022-07-06 14:55:17,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",2.18,"Bet Won"
336,1,2022-07-10 15:54:36,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals 3.5","Y","Over",1.88,"Bet Won"
337,1,2022-07-05 20:17:53,"YES","Orgryte IS - Orebro SK","Superettan","Three way 1x2","2nd Half","Y","Orebro SK",2.8,"Bet Lost"
338,1,2022-07-09 13:49:43,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","N","Varbergs BoIS",11.5,"Bet Lost"
339,1,2022-07-09 12:15:19,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Three way 1x2","Full Time","N","Dalkurd FF",5.65,"Bet Lost"
340,1,2022-07-09 15:41:04,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","Y","Varbergs BoIS",10.5,"Bet Lost"
341,1,2022-07-09 23:14:55,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","N","X",3.65,"Bet Won"
